SK_ID_CURR,risk_score_prob,score_points,risk_band
107756,0.02517817995419206,605,GREEN
107757,0.020479046862569555,612,GREEN
107758,0.032252428336550044,598,GREEN
107759,0.07111185998089498,574,YELLOW
107760,0.02712918228292361,603,GREEN
107761,0.034630403039544684,596,GREEN
107762,0.018870972934543064,614,GREEN
107763,0.06940724416214503,575,YELLOW
107764,0.05321344370205428,583,YELLOW
107766,0.0409704029833901,591,GREEN
107767,0.04601931907809359,587,GREEN
107769,0.09772957098816693,564,YELLOW
107770,0.03845540807065712,593,GREEN
107771,0.031072420052139223,599,GREEN
107772,0.02420216655056428,607,GREEN
107773,0.023952278955001367,607,GREEN
107774,0.1589039270844172,548,RED
107776,0.2526078846032456,531,RED
107777,0.025569691082812127,605,GREEN
107778,0.06798198656206429,576,YELLOW
107779,0.25063213718201177,532,RED
107780,0.024763873090389334,606,GREEN
107781,0.19725664031980314,540,RED
107783,0.03384805831236345,597,GREEN
107784,0.026324711799391096,604,GREEN
107785,0.05298871957809332,583,YELLOW
107786,0.11563381756779931,559,YELLOW
107787,0.09448744307327922,565,YELLOW
107788,0.025648222997153386,605,GREEN
107789,0.02749258053321648,603,GREEN
107791,0.040378081718165336,591,GREEN
107792,0.05335508012420819,583,YELLOW
107793,0.02605762568741411,604,GREEN
107794,0.08341364549698768,569,YELLOW
107795,0.16357788860074307,547,RED
107796,0.05855920308242747,580,YELLOW
107797,0.16782051293528538,546,RED
107798,0.039238873861571974,592,GREEN
107799,0.0630334378469582,578,YELLOW
107800,0.05564299022071938,582,YELLOW
107802,0.02720054561792173,603,GREEN
107803,0.2276211757647393,535,RED
107804,0.0366629807304067,594,GREEN
107805,0.02469105666332006,606,GREEN
107806,0.02662424012998272,604,GREEN
107808,0.04351294979346686,589,GREEN
107809,0.08257617619865752,569,YELLOW
107810,0.036766144305028524,594,GREEN
107812,0.026860985034547653,604,GREEN
107813,0.05236494285471395,584,YELLOW
107814,0.22516128183642642,536,RED
107815,0.039306246439439634,592,GREEN
107816,0.08674504966256144,568,YELLOW
107818,0.14775327505601868,551,RED
107819,0.06130121002246593,579,YELLOW
107820,0.033929783329553646,597,GREEN
107821,0.030286237754008804,600,GREEN
107822,0.02558047774507305,605,GREEN
107823,0.02492925300185529,606,GREEN
107824,0.0792355908129379,571,YELLOW
107825,0.04388963497081207,589,GREEN
107827,0.08602892783027365,568,YELLOW
107828,0.02546260676863582,605,GREEN
107829,0.03145481658019769,599,GREEN
107830,0.10415047209202534,562,YELLOW
107831,0.1261824875875938,556,RED
107832,0.07881678670088914,571,YELLOW
107833,0.028880056568161987,601,GREEN
107834,0.11926726550294789,558,YELLOW
107835,0.04554804872315227,588,GREEN
107836,0.020603322789809964,611,GREEN
107837,0.04399996138326566,589,GREEN
107840,0.17529536018382497,545,RED
107841,0.249066897300812,532,RED
107842,0.054661520821686474,582,YELLOW
107844,0.07844381595463068,571,YELLOW
107845,0.02995070420964473,600,GREEN
107846,0.018148189784457036,615,GREEN
107848,0.03181545244726161,599,GREEN
107851,0.04822498007541404,586,GREEN
107852,0.0815641855715493,570,YELLOW
107853,0.02554985219112226,605,GREEN
107854,0.029206069111391703,601,GREEN
107855,0.3239197748327595,521,RED
107856,0.027738740840211565,603,GREEN
107857,0.07160967114944276,574,YELLOW
107858,0.13589524226701938,553,RED
107859,0.28120879024269707,527,RED
107860,0.08919763729911256,567,YELLOW
107861,0.04877744544746278,586,GREEN
107862,0.10384187838975475,562,YELLOW
107863,0.31499025473537207,522,RED
107864,0.02276001929905335,608,GREEN
107865,0.042067618252462524,590,GREEN
107866,0.353823083864055,517,RED
107868,0.05434780909212736,582,YELLOW
107869,0.019288242334350586,613,GREEN
107870,0.05780792466062293,581,YELLOW
107872,0.06086197565604562,579,YELLOW
107873,0.06627254612752752,576,YELLOW
107874,0.14901266504191515,550,RED
107875,0.06780171745532024,576,YELLOW
107876,0.03912362164911879,592,GREEN
107877,0.19360943498982847,541,RED
107878,0.03928385489672548,592,GREEN
107879,0.0451087748980622,588,GREEN
107880,0.19375698512139225,541,RED
107881,0.0402948266664648,591,GREEN
107882,0.029678560913484284,601,GREEN
107883,0.042466575963510396,590,GREEN
107884,0.032741948585858306,598,GREEN
107885,0.0719931212643781,574,YELLOW
107886,0.039521348206864614,592,GREEN
107887,0.027231491933957755,603,GREEN
107888,0.029563484765005015,601,GREEN
107889,0.05790013433709619,580,YELLOW
107890,0.07789557516243108,571,YELLOW
107891,0.04305113481870328,589,GREEN
107892,0.07823748340456291,571,YELLOW
107893,0.09984408766945958,563,YELLOW
107894,0.05698619242282687,581,YELLOW
107895,0.12063025575716231,557,YELLOW
107896,0.03907115678314724,592,GREEN
107897,0.028505864232593298,602,GREEN
107898,0.0345450659815317,596,GREEN
107899,0.04696647937773755,587,GREEN
107900,0.03184816363234965,599,GREEN
107901,0.14084641278973456,552,RED
107902,0.05631586793178564,581,YELLOW
107903,0.08703008110427882,568,YELLOW
107904,0.1600463774797147,548,RED
107905,0.24299647004571576,533,RED
107906,0.048263066311642726,586,GREEN
107907,0.021768682925905277,610,GREEN
107909,0.03935218749576194,592,GREEN
107910,0.14594630175749132,551,RED
107911,0.05121475907597664,584,GREEN
107912,0.0545991851836243,582,YELLOW
107914,0.08345718376125046,569,YELLOW
107915,0.04010668795768558,592,GREEN
107916,0.05928732435205843,580,YELLOW
107917,0.27272371559897873,528,RED
107918,0.06323916435664302,578,YELLOW
107919,0.07578678141218376,572,YELLOW
107920,0.02674287727252014,604,GREEN
107921,0.04835434431189228,586,GREEN
107922,0.06290098382850755,578,YELLOW
107923,0.023006857036612264,608,GREEN
107924,0.07978704666575732,571,YELLOW
107925,0.18779177663564625,542,RED
107926,0.03741699016310407,594,GREEN
107928,0.023873219600788333,607,GREEN
107929,0.025500605791390126,605,GREEN
107930,0.032668514907929554,598,GREEN
107932,0.04768379369248303,586,GREEN
107933,0.028425733011742678,602,GREEN
107934,0.12186236842037561,557,YELLOW
107935,0.10359806999059132,562,YELLOW
107936,0.03123196540010137,599,GREEN
107937,0.08941313880419256,567,YELLOW
107938,0.021961896581547555,610,GREEN
107939,0.025250806686036867,605,GREEN
107940,0.028765026732942903,602,GREEN
107941,0.06448993621153327,577,YELLOW
107942,0.07293151442448363,573,YELLOW
107943,0.030745311717182876,600,GREEN
107944,0.03469970992288026,596,GREEN
107945,0.12944079988256824,555,RED
107946,0.06551240903597563,577,YELLOW
107947,0.05529970930154504,582,YELLOW
107948,0.028577471729585645,602,GREEN
107949,0.052892819196141326,583,YELLOW
107950,0.01982441204165392,613,GREEN
107951,0.061934793846399896,578,YELLOW
107952,0.045498706011168615,588,GREEN
107953,0.025590153896403123,605,GREEN
107954,0.06808327986649651,575,YELLOW
107956,0.043180703837185766,589,GREEN
107957,0.057107798488121454,581,YELLOW
107958,0.07184391040284821,574,YELLOW
107959,0.027905516928900753,602,GREEN
107960,0.026321849250312442,604,GREEN
107961,0.07155668140275304,574,YELLOW
107963,0.021918842479862907,610,GREEN
107964,0.06707106721071754,576,YELLOW
107965,0.04268030500622977,590,GREEN
107966,0.09264577383634669,566,YELLOW
107967,0.04716280240108096,587,GREEN
107968,0.2713963224342902,528,RED
107969,0.09110580340252235,566,YELLOW
107970,0.09797160674641585,564,YELLOW
107971,0.0411693261000574,591,GREEN
107972,0.02479062224148194,606,GREEN
107973,0.02468910744365413,606,GREEN
107974,0.0304806725245155,600,GREEN
107975,0.03678575820056236,594,GREEN
107976,0.047167460563379726,587,GREEN
107979,0.28675965699624495,526,RED
107980,0.04199121995737105,590,GREEN
107981,0.025424312742290685,605,GREEN
107982,0.053525263725503716,583,YELLOW
107983,0.03872908600896196,593,GREEN
107984,0.10051123188450421,563,YELLOW
107985,0.031386193676698655,599,GREEN
107986,0.03955405991902978,592,GREEN
107987,0.06339670016603866,578,YELLOW
107988,0.16075517227842206,548,RED
107989,0.05527252150028233,582,YELLOW
107990,0.02870727577349281,602,GREEN
107991,0.023462029056222553,608,GREEN
107992,0.03851234221216994,593,GREEN
107994,0.03791393867879805,593,GREEN
107995,0.028529188878928045,602,GREEN
107996,0.21489048296309027,537,RED
107997,0.10008661469751229,563,YELLOW
107998,0.03158874037329883,599,GREEN
107999,0.1297456743054519,555,RED
108000,0.17128141892383122,545,RED
108001,0.09312356166224481,566,YELLOW
108002,0.02712110878998675,603,GREEN
108003,0.05435331270072666,582,YELLOW
108004,0.13784904431933245,553,RED
108005,0.022696757175874747,609,GREEN
108006,0.2955183738971177,525,RED
108007,0.06055916823224994,579,YELLOW
108008,0.3630175486164831,516,RED
108009,0.02377722291586126,607,GREEN
108011,0.035763763722726556,595,GREEN
108012,0.03138212566327195,599,GREEN
108013,0.04692968403504404,587,GREEN
108014,0.1298728305204749,555,RED
108015,0.036818245161565205,594,GREEN
108017,0.04792362244486876,586,GREEN
108019,0.042500291662636046,590,GREEN
108020,0.08315852430117386,569,YELLOW
108021,0.06579900128936363,577,YELLOW
108022,0.10660739682280643,561,YELLOW
108023,0.05222031373141953,584,YELLOW
108024,0.05090224643773251,584,GREEN
108025,0.07079409561431456,574,YELLOW
108026,0.18692877874269584,542,RED
108028,0.05879353631699003,580,YELLOW
108029,0.03492156541938756,596,GREEN
108030,0.2774902061678689,528,RED
108031,0.029057874086681167,601,GREEN
108032,0.05440653480389998,582,YELLOW
108033,0.2915815494365803,526,RED
108034,0.06603345206451948,576,YELLOW
108035,0.11691707983634025,558,YELLOW
108036,0.045670106039949566,588,GREEN
108037,0.023671157125222667,607,GREEN
108038,0.018557325464237488,614,GREEN
108039,0.029032842795977613,601,GREEN
108040,0.06554637709570796,577,YELLOW
108041,0.371354657068983,515,RED
108042,0.03318860882770624,597,GREEN
108043,0.03229096961750787,598,GREEN
108044,0.025889345638240524,605,GREEN
108046,0.10659612196316871,561,YELLOW
108047,0.022433202977807383,609,GREEN
108048,0.02387898725009479,607,GREEN
108049,0.037454841663448465,594,GREEN
108050,0.09432918083651756,565,YELLOW
108051,0.07923669363212818,571,YELLOW
108052,0.030698582296451345,600,GREEN
108053,0.13732648706250383,553,RED
108054,0.11661598378164373,558,YELLOW
108055,0.05593690482139698,582,YELLOW
108056,0.055351074039092375,582,YELLOW
108057,0.023293137003792947,608,GREEN
108058,0.028804220124464392,602,GREEN
108059,0.031075647925174643,599,GREEN
108060,0.030544410175030776,600,GREEN
108061,0.3328539069178815,520,RED
108062,0.06396228020011793,577,YELLOW
108063,0.12610553220905277,556,RED
108064,0.15345935979546454,549,RED
108065,0.1674905288599536,546,RED
108066,0.05566223654286864,582,YELLOW
108067,0.0397678156175287,592,GREEN
108068,0.14536716650397208,551,RED
108070,0.022648216371048743,609,GREEN
108071,0.019560579403307854,613,GREEN
108072,0.02700898662066537,603,GREEN
108073,0.0642416945306075,577,YELLOW
108074,0.09588704820431168,565,YELLOW
108075,0.08288196060088686,569,YELLOW
108076,0.059446747280015845,580,YELLOW
108077,0.051793871732225674,584,YELLOW
108078,0.058171405113587524,580,YELLOW
108079,0.04159134884138923,591,GREEN
108080,0.029349662656809477,601,GREEN
108081,0.1726164853139873,545,RED
108083,0.045587659059448185,588,GREEN
108084,0.03810443289984935,593,GREEN
108085,0.20497949310489252,539,RED
108086,0.02621874031577648,604,GREEN
108087,0.04522254197475429,588,GREEN
108088,0.14147067586124187,552,RED
108090,0.026036817576634525,605,GREEN
108091,0.04646134990650591,587,GREEN
108093,0.019556467146198693,613,GREEN
108094,0.122598328176739,557,YELLOW
108095,0.033363661837468875,597,GREEN
108096,0.07971509640683765,571,YELLOW
108097,0.051350169950252246,584,GREEN
108098,0.05445602546590769,582,YELLOW
108099,0.16610570079379722,547,RED
108100,0.06930111253924065,575,YELLOW
108101,0.045929202483842926,588,GREEN
108102,0.055365302380031074,582,YELLOW
108103,0.03081204500859248,600,GREEN
108104,0.05425411950751379,582,YELLOW
108105,0.036027737210005746,595,GREEN
108107,0.08825049051818448,567,YELLOW
108108,0.05300284016332675,583,YELLOW
108109,0.15014929836188773,550,RED
108110,0.025689954665485407,605,GREEN
108111,0.061654631980813106,579,YELLOW
108113,0.02836174490637674,602,GREEN
108114,0.04167254477940995,590,GREEN
108115,0.08514468285361161,569,YELLOW
108116,0.09772035312929798,564,YELLOW
108117,0.3919814746650396,513,RED
108118,0.04420352842525209,589,GREEN
108119,0.08324856864292278,569,YELLOW
108121,0.11976876112762498,558,YELLOW
108123,0.02452147996849315,606,GREEN
108124,0.10705290240810536,561,YELLOW
108125,0.06109805391490556,579,YELLOW
108126,0.21528725656461456,537,RED
108127,0.10231088184514339,563,YELLOW
108128,0.0215178966423185,610,GREEN
108129,0.024935065432651612,606,GREEN
108130,0.052568723760315864,583,YELLOW
108131,0.16455682084395273,547,RED
108132,0.04109282740867866,591,GREEN
108133,0.018297918089601385,615,GREEN
108134,0.03998890512297774,592,GREEN
108136,0.02385667910363769,607,GREEN
108137,0.037484910582879324,594,GREEN
108138,0.030169196415229724,600,GREEN
108139,0.029524962033922447,601,GREEN
108140,0.03602721003824602,595,GREEN
108141,0.03493911950262727,596,GREEN
108142,0.09145907529052413,566,YELLOW
108143,0.056860040725862246,581,YELLOW
108144,0.020116248969556372,612,GREEN
108145,0.09485731231836589,565,YELLOW
108146,0.042046403364493015,590,GREEN
108147,0.24610875850920194,532,RED
108148,0.023418129932752538,608,GREEN
108149,0.0321260141423082,598,GREEN
108150,0.18205580155463313,543,RED
108151,0.08189476520702542,570,YELLOW
108152,0.062032827706221025,578,YELLOW
108153,0.05752102036932673,581,YELLOW
108154,0.06502447687424699,577,YELLOW
108155,0.13435634638525365,554,RED
108156,0.03102252686891535,599,GREEN
108157,0.0830258528959207,569,YELLOW
108158,0.029026362252647216,601,GREEN
108159,0.08044580404509795,570,YELLOW
108160,0.021004241094127882,611,GREEN
108161,0.03687506337518103,594,GREEN
108162,0.03386952644434392,597,GREEN
108163,0.0266869307006173,604,GREEN
108164,0.1682470540224897,546,RED
108165,0.09134292088946935,566,YELLOW
108166,0.03478451109209789,596,GREEN
108167,0.14531118483225233,551,RED
108168,0.029737896298864443,601,GREEN
108169,0.045400228315586044,588,GREEN
108172,0.19563597396797627,541,RED
108173,0.3322475031993726,520,RED
108174,0.026286306291438084,604,GREEN
108175,0.035046484875636066,596,GREEN
108176,0.050839517057549334,584,GREEN
108178,0.08854115765047989,567,YELLOW
108179,0.03632909406642067,595,GREEN
108181,0.03935603404870886,592,GREEN
108182,0.03955088963305023,592,GREEN
108186,0.024405778147234176,606,GREEN
108187,0.2735602719817972,528,RED
108188,0.0653162488713276,577,YELLOW
108189,0.031385423282835334,599,GREEN
108190,0.15050377285164593,550,RED
108191,0.03383886882378073,597,GREEN
108193,0.02678043835692451,604,GREEN
108194,0.0384613618517306,593,GREEN
108197,0.037999728586478355,593,GREEN
108198,0.06688489006954858,576,YELLOW
108199,0.0327795669012786,598,GREEN
108200,0.24190945976160735,533,RED
108201,0.13444779101805393,554,RED
108202,0.05317404176073584,583,YELLOW
108203,0.07568105304688771,572,YELLOW
108204,0.02531071482571597,605,GREEN
108205,0.03897859680718627,592,GREEN
108206,0.22449931325113512,536,RED
108207,0.0934830024705255,566,YELLOW
108208,0.07460159378256427,573,YELLOW
108209,0.05092838891985333,584,GREEN
108210,0.06750472171859545,576,YELLOW
108211,0.12624502239782417,556,RED
108212,0.025095005824049665,606,GREEN
108213,0.07223468020682142,574,YELLOW
108214,0.0764856303039309,572,YELLOW
108215,0.1350057216392924,554,RED
108216,0.08076440303437958,570,YELLOW
108217,0.03255891676114172,598,GREEN
108220,0.03905296686250985,592,GREEN
108221,0.13986712682747818,552,RED
108222,0.11098942971960392,560,YELLOW
108223,0.05044895497444995,585,GREEN
108224,0.026204779188498246,604,GREEN
108225,0.03782501773357505,593,GREEN
108226,0.04906794341464673,586,GREEN
108227,0.3735569103743196,515,RED
108228,0.04314096926846158,589,GREEN
108229,0.03140965407363983,599,GREEN
108230,0.03946317142188656,592,GREEN
108231,0.035649196575505714,595,GREEN
108232,0.025564051810156842,605,GREEN
108233,0.061087554563434066,579,YELLOW
108234,0.02703517321053046,603,GREEN
108235,0.11438833087479863,559,YELLOW
108236,0.038371419138207866,593,GREEN
108237,0.13017940457930316,555,RED
108238,0.03649905143174653,594,GREEN
108239,0.04366218814432981,589,GREEN
108240,0.04958708934341948,585,GREEN
108241,0.10051074955428552,563,YELLOW
108242,0.08956717971421059,567,YELLOW
108244,0.03667635460040431,594,GREEN
108245,0.07603786656392256,572,YELLOW
108246,0.2125534427568904,538,RED
108247,0.025192995646979664,605,GREEN
108248,0.021860409614044545,610,GREEN
108250,0.05577828094100935,582,YELLOW
108252,0.022918791046642597,608,GREEN
108253,0.07972214151984554,571,YELLOW
108254,0.052567395219110226,583,YELLOW
108255,0.078525920252564,571,YELLOW
108256,0.11578243898015256,559,YELLOW
108257,0.07767313479944467,571,YELLOW
108258,0.041058832501596074,591,GREEN
108259,0.10435320430681971,562,YELLOW
108260,0.0381230486065212,593,GREEN
108261,0.03549925229920933,595,GREEN
108262,0.04497627579788723,588,GREEN
108263,0.3052696923078877,524,RED
108264,0.019440029529344868,613,GREEN
108265,0.0543011442050769,582,YELLOW
108266,0.03723612201277412,594,GREEN
108267,0.026581420011746675,604,GREEN
108268,0.03171625760996521,599,GREEN
108269,0.10624858137909766,561,YELLOW
108270,0.03562690603609985,595,GREEN
108271,0.025785057197304805,605,GREEN
108272,0.03150517310924621,599,GREEN
108273,0.0288120760372635,602,GREEN
108275,0.03155568332421978,599,GREEN
108276,0.11649801665095878,558,YELLOW
108277,0.07089262516978508,574,YELLOW
108278,0.07402480483366093,573,YELLOW
108279,0.30154298450649,524,RED
108281,0.16633663620411704,547,RED
108282,0.032064968805140676,598,GREEN
108283,0.03418026389569432,596,GREEN
108284,0.06763650112632257,576,YELLOW
108285,0.025337792274585616,605,GREEN
108286,0.09133156680555667,566,YELLOW
108287,0.045202702933092316,588,GREEN
108288,0.01975224033788892,613,GREEN
108290,0.04060417467199769,591,GREEN
108291,0.042137204498670734,590,GREEN
108293,0.0795543597474521,571,YELLOW
108294,0.040297619324639544,591,GREEN
108296,0.1970948145578046,541,RED
108297,0.13602999126165455,553,RED
108298,0.0595214929525646,580,YELLOW
108299,0.032266823300135195,598,GREEN
108300,0.16642077893870932,546,RED
108301,0.02279987407813663,608,GREEN
108302,0.0995464030901214,564,YELLOW
108303,0.02279549703188132,608,GREEN
108304,0.037361984731272224,594,GREEN
108305,0.027964978009729868,602,GREEN
108306,0.06257873685951894,578,YELLOW
108307,0.26147046318022293,530,RED
108308,0.041578439169845986,591,GREEN
108309,0.02640155606351364,604,GREEN
108310,0.05059948955161999,585,GREEN
108311,0.14970633138321823,550,RED
108312,0.03538691705496521,595,GREEN
108313,0.020071613938223674,612,GREEN
108314,0.14023468466636033,552,RED
108315,0.08897010447286115,567,YELLOW
108316,0.040646998907033216,591,GREEN
108317,0.11251939458367576,560,YELLOW
108318,0.039714413593167464,592,GREEN
108319,0.03285459786790345,598,GREEN
108320,0.13267159618585936,554,RED
108321,0.02737595131809934,603,GREEN
108322,0.10754571954515726,561,YELLOW
108323,0.042173643609078576,590,GREEN
108324,0.19189453481787141,541,RED
108325,0.04714797454646293,587,GREEN
108326,0.0968890019650709,564,YELLOW
108328,0.04058564988518176,591,GREEN
108329,0.037617901683393455,594,GREEN
108330,0.05669276066589869,581,YELLOW
108331,0.09105992250170422,566,YELLOW
108333,0.02807742093086178,602,GREEN
108334,0.0210161766912613,611,GREEN
108335,0.032254789398638316,598,GREEN
108336,0.3521266279557482,518,RED
108337,0.038066167173206295,593,GREEN
108338,0.09529303578043091,565,YELLOW
108339,0.03189691484698323,598,GREEN
108340,0.026314813403945588,604,GREEN
108341,0.049529764945810885,585,GREEN
108342,0.07042085432985241,574,YELLOW
108343,0.02059964588730828,611,GREEN
108344,0.020500621555880463,612,GREEN
108345,0.10047128583232597,563,YELLOW
108347,0.100728201554361,563,YELLOW
108348,0.047034669196445916,587,GREEN
108350,0.060931909183686635,579,YELLOW
108351,0.0260231463185302,605,GREEN
108352,0.026743464945521135,604,GREEN
108354,0.046004565780299066,587,GREEN
108355,0.08622274563082236,568,YELLOW
108356,0.04272805547329879,590,GREEN
108357,0.02146897946950405,610,GREEN
108358,0.10827296242569706,561,YELLOW
108359,0.03708904009853729,594,GREEN
108360,0.15925757520881287,548,RED
108361,0.19867134974670395,540,RED
108364,0.07281095633390178,573,YELLOW
108365,0.028238318154157834,602,GREEN
108366,0.04152163411578233,591,GREEN
108367,0.07987873435811062,571,YELLOW
108368,0.0385503275572332,593,GREEN
108369,0.02276013654796182,608,GREEN
108370,0.023368394154544142,608,GREEN
108371,0.0463788866159042,587,GREEN
108372,0.040764241147272895,591,GREEN
108373,0.07832924764528078,571,YELLOW
108374,0.019037045957788976,614,GREEN
108375,0.025146085953381945,606,GREEN
108376,0.04519446651969248,588,GREEN
108379,0.0616971362056019,579,YELLOW
108380,0.19491363049817415,541,RED
108382,0.1589831926718968,548,RED
108384,0.022106487993584775,609,GREEN
108385,0.03330626306845924,597,GREEN
108386,0.022250853144123554,609,GREEN
108387,0.07839678632966823,571,YELLOW
108388,0.03387631263163005,597,GREEN
108389,0.028087220279913696,602,GREEN
108391,0.024965136822237197,606,GREEN
108392,0.03989613689441959,592,GREEN
108393,0.02438221887892984,606,GREEN
108394,0.03071136609367018,600,GREEN
108395,0.019598926610350505,613,GREEN
108396,0.022609941248573087,609,GREEN
108397,0.0622235338008171,578,YELLOW
108398,0.20216750564546038,540,RED
108399,0.02239485949034357,609,GREEN
108400,0.02148003863313087,610,GREEN
108401,0.024021412028964,607,GREEN
108402,0.12070565258365665,557,YELLOW
108403,0.03360783733435103,597,GREEN
108404,0.03064130853645631,600,GREEN
108405,0.04658335438866937,587,GREEN
108406,0.02774810323287801,603,GREEN
108409,0.034101113498403654,596,GREEN
108410,0.027300472173842013,603,GREEN
108413,0.23619901696266726,534,RED
108414,0.05037194492875259,585,GREEN
108415,0.03573483159368907,595,GREEN
108416,0.10778554599487623,561,YELLOW
108417,0.033085067732339456,597,GREEN
108418,0.10069820913987038,563,YELLOW
108420,0.02558845306776466,605,GREEN
108421,0.037256926890177205,594,GREEN
108422,0.05160264651944838,584,GREEN
108423,0.027737684016322078,603,GREEN
108424,0.028175240538440015,602,GREEN
108425,0.03502893247855204,596,GREEN
108426,0.048663899511826036,586,GREEN
108427,0.09338811345527884,566,YELLOW
108428,0.039624936157516596,592,GREEN
108429,0.0411142853983419,591,GREEN
108430,0.05387909443523736,583,YELLOW
108431,0.028831672454296277,601,GREEN
108432,0.04799462351502765,586,GREEN
108433,0.022521666992319077,609,GREEN
108434,0.3386831862813314,519,RED
108435,0.05119090829342733,584,GREEN
108439,0.02823160033068061,602,GREEN
108440,0.0321960741696335,598,GREEN
108442,0.07584300390730189,572,YELLOW
108443,0.15590313413512683,549,RED
108444,0.07244908562366222,574,YELLOW
108445,0.027063162937303452,603,GREEN
108446,0.024403342820412764,606,GREEN
108447,0.28350506525882635,527,RED
108450,0.2963771766426853,525,RED
108451,0.14179735256473147,552,RED
108452,0.03471669889299294,596,GREEN
108453,0.022939629960343103,608,GREEN
108454,0.0428392959056494,590,GREEN
108455,0.02485243305127704,606,GREEN
108456,0.034666805971377924,596,GREEN
108457,0.06351471238641641,578,YELLOW
108458,0.019980246806285913,612,GREEN
108459,0.034842054596792474,596,GREEN
108460,0.0997496117819033,563,YELLOW
108461,0.03361062630421215,597,GREEN
108462,0.06944967323951864,575,YELLOW
108463,0.05009194248882264,585,GREEN
108464,0.03429986776288418,596,GREEN
108465,0.08007418732109924,570,YELLOW
108468,0.04384145785828194,589,GREEN
108469,0.06854475422758805,575,YELLOW
108470,0.024913455947688314,606,GREEN
108471,0.07057851567232139,574,YELLOW
108472,0.1664151754117543,546,RED
108475,0.044172841008290754,589,GREEN
108477,0.03632783780417458,595,GREEN
108478,0.09272050388434072,566,YELLOW
108480,0.031290725314615526,599,GREEN
108481,0.09729317494391498,564,YELLOW
108482,0.04982687211319782,585,GREEN
108483,0.0483002877318871,586,GREEN
108484,0.25781689303327693,531,RED
108485,0.05278112771647079,583,YELLOW
108487,0.07191418595947875,574,YELLOW
108488,0.20466622855334726,539,RED
108489,0.020629130109079383,611,GREEN
108490,0.023381598305622333,608,GREEN
108491,0.03697637176591585,594,GREEN
108492,0.05529101022416417,582,YELLOW
108494,0.0395279931222822,592,GREEN
108495,0.030150867838299872,600,GREEN
108496,0.056754983356435196,581,YELLOW
108497,0.029751500476924767,601,GREEN
108498,0.04595087639038488,588,GREEN
108499,0.2091223756174009,538,RED
108500,0.14952829616852514,550,RED
108502,0.061257003125369594,579,YELLOW
108503,0.023937442668025694,607,GREEN
108504,0.22238364695773472,536,RED
108505,0.023648461381357892,607,GREEN
108507,0.03114848743322064,599,GREEN
108508,0.25460350979268,531,RED
108509,0.0567575946452028,581,YELLOW
108512,0.27322779827491495,528,RED
108513,0.020306866511488893,612,GREEN
108515,0.032728639625961675,598,GREEN
108516,0.05403171097382807,583,YELLOW
108518,0.22947255602302713,535,RED
108520,0.11369036713835487,559,YELLOW
108521,0.26881849159557536,529,RED
108523,0.02555522270586941,605,GREEN
108524,0.09459924826018364,565,YELLOW
108525,0.02657837667241449,604,GREEN
108526,0.039544105943117865,592,GREEN
108527,0.21337299758243802,538,RED
108528,0.3745633551714746,515,RED
108529,0.026472992953302254,604,GREEN
108530,0.05962500136258871,580,YELLOW
108531,0.027358021191363924,603,GREEN
108532,0.06388451683478093,577,YELLOW
108533,0.030026846382080027,600,GREEN
108534,0.03268278008908079,598,GREEN
108535,0.07400243997665831,573,YELLOW
108536,0.14522639439077317,551,RED
108537,0.023460455353188008,608,GREEN
108538,0.05009554492473746,585,GREEN
108539,0.19504685661557097,541,RED
108540,0.030863850154528402,599,GREEN
108541,0.03636656100086587,595,GREEN
108542,0.042248871143689234,590,GREEN
108543,0.049952814245933314,585,GREEN
108544,0.025681527400526687,605,GREEN
108545,0.025993072592546487,605,GREEN
108546,0.0358374995847995,595,GREEN
108547,0.0818060449735978,570,YELLOW
108549,0.04688175029946449,587,GREEN
108550,0.03186816219015999,599,GREEN
108551,0.03234614842506372,598,GREEN
108552,0.025697402685244126,605,GREEN
108553,0.04341749833595443,589,GREEN
108556,0.037425949079052334,594,GREEN
108557,0.057681383846892385,581,YELLOW
108558,0.03547922541201036,595,GREEN
108560,0.02585409126068989,605,GREEN
108561,0.05905450619121984,580,YELLOW
108563,0.0992605579602812,564,YELLOW
108564,0.07049753421369895,574,YELLOW
108565,0.11642567101301149,558,YELLOW
108566,0.08006536422602413,570,YELLOW
108567,0.019793228410416724,613,GREEN
108568,0.03091938753140796,599,GREEN
108569,0.0278669641534646,602,GREEN
108570,0.04469556764313607,588,GREEN
108573,0.16683914323610766,546,RED
108574,0.03804517232111073,593,GREEN
108575,0.08614412512101274,568,YELLOW
108576,0.08022085727592095,570,YELLOW
108577,0.07442267934682337,573,YELLOW
108578,0.23472498015170323,534,RED
108580,0.27253454490698653,528,RED
108581,0.028618309751024446,602,GREEN
108582,0.028338533926867575,602,GREEN
108585,0.02454509742112987,606,GREEN
108586,0.12094921064926405,557,YELLOW
108587,0.10246473455149506,563,YELLOW
108588,0.08836788379623589,567,YELLOW
108589,0.16410638754679702,547,RED
108590,0.0381100457975189,593,GREEN
108591,0.056860013478217244,581,YELLOW
108593,0.13158402790827947,554,RED
108594,0.17794048447903799,544,RED
108595,0.023751531021491832,607,GREEN
108596,0.05631018418549826,581,YELLOW
108597,0.06887512935779654,575,YELLOW
108598,0.033320631433260015,597,GREEN
108599,0.16127228928963072,548,RED
108600,0.1388411436872499,553,RED
108601,0.022842259998598232,608,GREEN
108603,0.3060459873837072,524,RED
